0x8FF7B62D,00
0xD37862D4,GroupHopscotch
0x64EED8FD,GroupInfo
0x6DD84606,GroupJump
0x8689BDD4,GroupJumpHere
0x2C033E7D,GroupKarateClass
0x67C961A4,GroupKarateClassHere
0xC08FBF72,GroupKarateClassLDK
0x35337FF4,GroupKarateClassMyRoom
0x7BD03976,GroupMaster
0x8E4B5849,GroupStretch
0xDDE1012E,GroupWalking
0x8A51C4B2,Gugelhupf
0x18484058,Guitar
0x42497C77,Guitar_Use
0x4C22BCDF,Guitar_Use_Demo
0x3073A34D,GuitarCycleField
0xE56739E5,GuitarCycleHere
0xA726E14A,GuitarCycleLDK
0x79465D1C,GuitarCycleMyRoom
0xB53BF12C,GuitarSchoolField
0x1B4158A0,GuitarSchoolHere
0xFA10D8E7,GuitarSchoolLDK
0x82630F46,GuitarSchoolMyRoom
0xA67E1C1B,GuitarSong
0xC84E83AF,Gum
0x41BF2741,Gumi
0x0F15BE6C,Guratan
0x8310836C,Gym00
0x93373E9B,Gym01
0x80E7C87E,Gym02
0x3DA16963,Gyoza
0x0207818C,GyuDon
0x98FA5F35,Habanero
0x6C8EA6FB,Habit
0xB610F856,HabitGroup
0xCD62ED3A,HabitGroup_EatCool
0xC6EC4742,HabitGroup_EatHot
0xA23719CC,HabitGroup_ExpressionCool
0xF448D5D5,HabitGroup_ExpressionHot
0x3D2F59E0,HabitGroup_GetAngry
0xACB4A45B,HabitGroup_GreetingCool
0xE223F2B1,HabitGroup_GreetingHot
0x71F6557D,HabitGroup_OtherCool
0xE559A3D1,HabitGroup_OtherHot
0xBCD08BA9,HabitGroup_StandCool
0x3D47F080,HabitGroup_StandHot
0xA3F38703,HabitGroup_Stomach
0x2817179F,HabitGroup_Voice
0x71D215BD,HabitGroup_WalkCool
0xFAD27753,HabitGroup_WalkHot
0x4C4424A2,HabitInfo2
0xF4D2CA8C,HabitOwnInfo
0x19378D74,HabitUnlockGroup_Name
0xA53EBDBA,Haggis
0xDD07FC3F,Hair
0x77DD9746,HairBack
0x53C7BA62,HairChangeGameTime
0xDF2AF605,HairColor
0x9B056CBF,HairCurlyType
0xB5844592,HairDreadlockedType
0x90100DD4,HairExtra
0xD1E4D49D,HairFront
0x5CCC9C6D,HairFront_L
0x59E3B4CE,HairFront_M
0x02B85743,HairFront_S
0xA2C67B31,HairFrontFromTail
0x257192EA,HairFrontFromTail_L
0x127D6B9A,HairFrontFromTail_M
0x8BD7AD64,HairFrontFromTail_S
0xE147B2C5,HairParts
0xAC4FC617,HairRegentType
0xA4331E15,HairSide
0x72AEEEC5,HairSideFront_A
0x0F008365,HairSideFront_B
0xA2F77D4E,HairSideType
0xA49B3D28,HairTail
0xC10F3353,HairTailLengthBraid
0x8A76DB89,HairTailLengthFluffy
0xA3B7EE51,HairTailLengthStraight
0xD5BF59CB,HairTailPosSide
0x5DCAE2A1,HairTailPosSingle
0x0B20143D,HairTailPosTwin
0xB6AAD9ED,HairTailShape
0xBC8D5840,HairTailShapeTwin
0xCD185258,HairThinType
0xA2EE5E0F,HairTwoBlockType
0x609483C1,HairType_A
0x75FD8DB8,HairType_B
0x4D590871,HairUpType
0xF7DB5582,HakeFillets
0xF7CBE211,Half
0xE5B90924,HalfBall
0xBAB5261F,HalfMask
0x0D34B3EE,Halloween
0x592F50CE,Halloween00
0x369ED86D,Hamburg
0xF93CCAB8,Hamburger
0x23A9A981,Hamster
0xCE54A8E6,HandmadeChoco
0x1C1F9669,HandMirror
0xEA5682C9,Haniwa
0x055C7E0B,Happiness_L
0x67A6106A,Happiness_S
0x6F04A92F,Happy
0x3F1A35E7,HappyBirthday_00
0xB6F0145C,HappyBirthday_01
0x0B37FF1C,HappyBirthday_02
0xA3EA1D4C,HappyBirthday_02_Singular
0x14B2C93A,HappyBirthday_03_Name
0xBFD293A1,HappyBirthday_04
0x2C4AF2E3,HardCandy
0x1FE1743D,Harumaki
0xFFFD98F8,HasDream
0xA147FB37,Hash
0x11CDD025,HashBrowns
0x51606310,Hat
0x94B91E67,HayashiRice
0x3BE5D8D4,He
0x05777012,Head
0xB383756E,HeadMotionSpeedType
0x3D247FB7,HeadOnly
0x82893F61,Headwear
0xED14A1BC,HeadwearUGCIndex
0xF303EEC5,Heart00
0x7A342907,Heart01
0xB99F6EB1,Heart02
0x80683D5B,Heart03
0xDC425F84,Heart04
0xBB27D2F6,Heaven00
0x10A78FF0,Hedge
0x8B21F66B,Hedgehog
0x84FDCB5C,HelpAccident
0x517926DB,Hemisphere
0x55C55AF0,Herring
0x165AF889,High
0xD67B58BF,Highest
0x926F681B,HighHigh
0xED744CD7,HighLand
0x1ACD03D5,Highlight
0x232F022C,Hinge
0xAAEF4D8F,HiyashiTyuka
0x60FC6939,Hold
0xCC44B69E,HoldOne
0x1EF76081,HoldStyle
0x3DB37163,HoldTwo
0x08356AD2,HomeLiveTime
0x335474D3,Honey
0x5E5D73C8,HongKongTaiwanKorea
0x1D00A60E,Honwaka
0x77218E23,Hopping
0x4FFB5D13,Hopscotch
0x36F1CF57,HopscotchInMyHome
0x6954D0CE,HopscotchInMyRoom
0x40563FF2,Horror
0x1A0BA8EE,Horror00
0xE3655BF9,Horror01
0x7B39CE95,Horse
0xF64260CE,Hospital00
0x9C4FCC82,HostIOPhotoHalf
0x6DEE42D7,HostIOPhotoQuarter
0xE6924607,HostIOPhotoRgba
0x45EC3DB4,HostIOUgc
0x1640EDE7,HostIOUgcBc1
0xBCCFCD0F,HostIOUgcBc1_Bc3SRGB
0xDB7DF1D1,HostIOUgcBc3
0x964E2683,HostIOUgcBc3_SRGB
0xE21300BA,HostIOUgcRgba
0x83856616,Hot
0x218438CE,HotChocolate
0xD512925D,HotDog
0x6E5A1228,HotPot
0xC72AE29A,House
0x0500131E,House_Front_6x2
0x74A630C0,House_Inner
0x46FC09F1,House_Interior
0x5DE2FB2F,House_Kitchen
0x0C7DDED6,House_Living
0x9DF04E12,House_Outer
0x2A538480,House_OuterParts
0x44C0D581,House_PrivateRoom
0xD5DE05BE,House_PrivateRoom_All
0x57AAFEE7,House_SofaCarpet
0xDFBDD98E,House_Table
0x19224FBA,House.ExteriorNextEmotionBallTime
0x47E7179B,House.HowToCallRoommateGroupName
0x1A23EBC9,House.InteriorNextEmotionBallTime
0x0B5276E9,House.MapId
0xFADAAAA0,House.OuterHouse
0x3E6BE30C,House.OuterHouse.OuterHouseDeco
0x48DD62E7,House.OuterHouse.OuterHouseDeco.DecoModelIdx
0x90B5F643,House.OuterHouse.OuterHouseDeco.SubActorSetHash
0xD0A95EBB,House.RegionLanguageID
0x0D96409E,House.RoommateGroupName
0x6BF56A61,House.RoomSettings
0xE3F33431,House.RoomSettings.BaseStyleId
0x08BD24C3,House.RoomSettings.OverrideFloorStyleId
0xB989CD8F,House.RoomStyleInfo
0x17100753,House.RoomStyleInfo.Flag
0x936E2028,House.RoomStyleInfo.Flag.Abduction00
0x3A69369C,House.RoomStyleInfo.Flag.Antarctic00
0x2212CF7B,House.RoomStyleInfo.Flag.Atelier00
0xED88EC04,House.RoomStyleInfo.Flag.Atelier01
0xD397895D,House.RoomStyleInfo.Flag.Baby00
0xDEF58839,House.RoomStyleInfo.Flag.Baby01
0x5D3C7D2A,House.RoomStyleInfo.Flag.Baby02
0xDB818CAB,House.RoomStyleInfo.Flag.Bathroom00
0x0C87B9AF,House.RoomStyleInfo.Flag.Bathroom01
0x6308E8FE,House.RoomStyleInfo.Flag.Bathroom02
0x563930C9,House.RoomStyleInfo.Flag.Bathroom03
0x22AEBD21,House.RoomStyleInfo.Flag.Bathroom04
0xD63C15CE,House.RoomStyleInfo.Flag.Beach00
0x5736E900,House.RoomStyleInfo.Flag.BigFlower00
0xA569C748,House.RoomStyleInfo.Flag.BigFlower01
0x62118B53,House.RoomStyleInfo.Flag.BigFlower02
0x99B019FA,House.RoomStyleInfo.Flag.BigFlower03
0x58DF3FB0,House.RoomStyleInfo.Flag.BlueSheet00
0x41F774E0,House.RoomStyleInfo.Flag.Book00
0x81F2A512,House.RoomStyleInfo.Flag.Book01
0x7154FCEF,House.RoomStyleInfo.Flag.Book02
0xDCBF2F35,House.RoomStyleInfo.Flag.Botanical00
0xBF5CA987,House.RoomStyleInfo.Flag.Brick00
0x04396263,House.RoomStyleInfo.Flag.Brick01
0x5AFE99D4,House.RoomStyleInfo.Flag.Cage00
0x30B88EDE,House.RoomStyleInfo.Flag.Camouflage00
0x2CC521E9,House.RoomStyleInfo.Flag.Camouflage01
0xD754B989,House.RoomStyleInfo.Flag.Camouflage02
0xF30E5E5D,House.RoomStyleInfo.Flag.Camouflage03
0x17A92BAA,House.RoomStyleInfo.Flag.Candy00
0x109CA208,House.RoomStyleInfo.Flag.Candy01
0x95407295,House.RoomStyleInfo.Flag.Candy02
0xCE024D74,House.RoomStyleInfo.Flag.Cemetery00
0x59E24BF5,House.RoomStyleInfo.Flag.Chinese00
0x0A4FC36E,House.RoomStyleInfo.Flag.Chinese01
0x6676D65B,House.RoomStyleInfo.Flag.Christmas00
0x74A62BBC,House.RoomStyleInfo.Flag.Christmas01
0x39E0FF0D,House.RoomStyleInfo.Flag.Classroom00
0xDB14E679,House.RoomStyleInfo.Flag.Classroom01
0xE91C4992,House.RoomStyleInfo.Flag.Club00
0xC8768A1F,House.RoomStyleInfo.Flag.Cute00
0x8F95439E,House.RoomStyleInfo.Flag.Cute01
0xCCC2BC06,House.RoomStyleInfo.Flag.Damask00
0x78E90C38,House.RoomStyleInfo.Flag.Damask01
0x372054E3,House.RoomStyleInfo.Flag.Damask02
0x76803CA1,House.RoomStyleInfo.Flag.Damask03
0x41C05F58,House.RoomStyleInfo.Flag.Damask04
0xB9B723AB,House.RoomStyleInfo.Flag.Damask05
0x0613E35A,House.RoomStyleInfo.Flag.Damask06
0xFDF4508E,House.RoomStyleInfo.Flag.Damask07
0xC86E7F79,House.RoomStyleInfo.Flag.Desert00
0x9D748103,House.RoomStyleInfo.Flag.Dilapidated00
0x98CDA902,House.RoomStyleInfo.Flag.Dinosaur00
0x378D19DF,House.RoomStyleInfo.Flag.Dinosaur01
0x481CDA90,House.RoomStyleInfo.Flag.Dog00
0x727E7165,House.RoomStyleInfo.Flag.Dog01
0xC42541C2,House.RoomStyleInfo.Flag.Dot00
0xD28AD500,House.RoomStyleInfo.Flag.Dot01
0x3BBE7E59,House.RoomStyleInfo.Flag.Dot02
0x2832E4BA,House.RoomStyleInfo.Flag.Dot03
0x4E4EB34C,House.RoomStyleInfo.Flag.Dot04
0x81095483,House.RoomStyleInfo.Flag.Dot05
0x0E10A458,House.RoomStyleInfo.Flag.Dot06
0x45C23E3C,House.RoomStyleInfo.Flag.Dot07
0x70712813,House.RoomStyleInfo.Flag.DropCurtain00
0xBAD7C1BD,House.RoomStyleInfo.Flag.Fantasy00
0x2964E2C9,House.RoomStyleInfo.Flag.Fantasy01
0x4419C3D1,House.RoomStyleInfo.Flag.Fantasy02
0xBA90FF01,House.RoomStyleInfo.Flag.Festival00
0x95B38541,House.RoomStyleInfo.Flag.Field00
0x189BB11F,House.RoomStyleInfo.Flag.Field01
0x5536583B,House.RoomStyleInfo.Flag.Flowergarden00
0x3E24D62C,House.RoomStyleInfo.Flag.Formula00
0x27FB6EE5,House.RoomStyleInfo.Flag.Formula01
0x757F4D7C,House.RoomStyleInfo.Flag.Fruit00
0x8F1C231F,House.RoomStyleInfo.Flag.Fruit01
0x3C55E05A,House.RoomStyleInfo.Flag.Fruit02
0x7067E722,House.RoomStyleInfo.Flag.Fruit03
0xCFA92006,House.RoomStyleInfo.Flag.Fruit04
0x15AEE6C2,House.RoomStyleInfo.Flag.Fruit05
0x2C0BB5DE,House.RoomStyleInfo.Flag.Fruit06
0xE4F04CE4,House.RoomStyleInfo.Flag.Fruit07
0xAE321C02,House.RoomStyleInfo.Flag.Galaxy00
0xA103F437,House.RoomStyleInfo.Flag.Game00
0xFBA4DB83,House.RoomStyleInfo.Flag.Game01
0x15C5FF33,House.RoomStyleInfo.Flag.Garage00
0xD6A4A3FB,House.RoomStyleInfo.Flag.Garage01
0xA1B743E5,House.RoomStyleInfo.Flag.Garage02
0xB5BBE586,House.RoomStyleInfo.Flag.Garage03
0x2631969F,House.RoomStyleInfo.Flag.Garage04
0x523535A2,House.RoomStyleInfo.Flag.Garage05
0x4D942903,House.RoomStyleInfo.Flag.Garage06
0xC48533CA,House.RoomStyleInfo.Flag.Garage07
0x9736B6AD,House.RoomStyleInfo.Flag.Garden00
0x27E411DA,House.RoomStyleInfo.Flag.GardenWedding00
0xE7F04C10,House.RoomStyleInfo.Flag.Gold00
0xE2197424,House.RoomStyleInfo.Flag.Grassland00
0xA335054A,House.RoomStyleInfo.Flag.Gym00
0xDA7DA4F2,House.RoomStyleInfo.Flag.Gym01
0x7395E789,House.RoomStyleInfo.Flag.Gym02
0xA547BAF6,House.RoomStyleInfo.Flag.Halloween00
0x25FB3983,House.RoomStyleInfo.Flag.Heart00
0x28D8B8CD,House.RoomStyleInfo.Flag.Heart01
0xA261583A,House.RoomStyleInfo.Flag.Heart02
0xA4E85CD0,House.RoomStyleInfo.Flag.Heart03
0xBE698433,House.RoomStyleInfo.Flag.Heart04
0x4214C9E7,House.RoomStyleInfo.Flag.Heaven00
0xCFCD4205,House.RoomStyleInfo.Flag.Horror00
0xA5F29FB8,House.RoomStyleInfo.Flag.Horror01
0x924482FD,House.RoomStyleInfo.Flag.Hospital00
0xB07F6A40,House.RoomStyleInfo.Flag.IceRink00
0x74EC5A24,House.RoomStyleInfo.Flag.InterviewBoard00
0xB61DF550,House.RoomStyleInfo.Flag.Jail00
0xECA3B06E,House.RoomStyleInfo.Flag.Japanese00
0x2AA6CC8C,House.RoomStyleInfo.Flag.Japanese01
0x73067A6D,House.RoomStyleInfo.Flag.Japanese02
0xBBF36DF8,House.RoomStyleInfo.Flag.Japanese03
0xFA2A44FE,House.RoomStyleInfo.Flag.Japanese04
0x88229F06,House.RoomStyleInfo.Flag.Japanese05
0xCCD99A50,House.RoomStyleInfo.Flag.Jungle00
0xC72C9524,House.RoomStyleInfo.Flag.Labo00
0x093B2B30,House.RoomStyleInfo.Flag.Lace00
0x71D4E798,House.RoomStyleInfo.Flag.Lace01
0x07887ECD,House.RoomStyleInfo.Flag.Lace02
0xC2FDFC25,House.RoomStyleInfo.Flag.Lace03
0xFA75FAE8,House.RoomStyleInfo.Flag.Lace04
0x3E3FEDE2,House.RoomStyleInfo.Flag.Lace05
0x8413D1BD,House.RoomStyleInfo.Flag.LightStick00
0x41E1D5A4,House.RoomStyleInfo.Flag.LightStick01
0x298AD662,House.RoomStyleInfo.Flag.LightStick02
0xD452A5C6,House.RoomStyleInfo.Flag.LightStick03
0x2BD6D4EE,House.RoomStyleInfo.Flag.LightStick04
0x0C690E48,House.RoomStyleInfo.Flag.LightStick05
0xB634EA28,House.RoomStyleInfo.Flag.LightStick06
0xE601EA79,House.RoomStyleInfo.Flag.LightStick07
0xE2F3901C,House.RoomStyleInfo.Flag.Log00
0x6A179BCE,House.RoomStyleInfo.Flag.Marble00
0x7E43E9B5,House.RoomStyleInfo.Flag.Marble01
0x69BE1BCC,House.RoomStyleInfo.Flag.Market00
0x0CA02127,House.RoomStyleInfo.Flag.MonitorRoom00
0xEB93AD86,House.RoomStyleInfo.Flag.MonitorRoom01
0xF117CEC4,House.RoomStyleInfo.Flag.MonitorRoom02
0x9BF4B018,House.RoomStyleInfo.Flag.MovingBox00
0x61165750,House.RoomStyleInfo.Flag.MovingBox01
0x3BCDA278,House.RoomStyleInfo.Flag.MultiDot00
0x7055C4D4,House.RoomStyleInfo.Flag.MultiDot01
0xE1CD0DC7,House.RoomStyleInfo.Flag.MultiDot02
0x90327904,House.RoomStyleInfo.Flag.MultiDot03
0xFAEE13B2,House.RoomStyleInfo.Flag.MusicRoom00
0x584C44AF,House.RoomStyleInfo.Flag.NightView00
0x1DD3DF54,House.RoomStyleInfo.Flag.Nobility00
0x42DA3012,House.RoomStyleInfo.Flag.Nobility01
0x150B7268,House.RoomStyleInfo.Flag.Nobility02
0xBAF4FFE8,House.RoomStyleInfo.Flag.Office00
0x9399A132,House.RoomStyleInfo.Flag.Office01
0xCBE7AFE3,House.RoomStyleInfo.Flag.Otaku00
0xD29DB802,House.RoomStyleInfo.Flag.Otaku02
0x6490F22B,House.RoomStyleInfo.Flag.Otaku03
0x8DB9F98D,House.RoomStyleInfo.Flag.Otaku04
0xAD8E3A13,House.RoomStyleInfo.Flag.Party00
0xD90FC2E0,House.RoomStyleInfo.Flag.Party01
0xF489F7AA,House.RoomStyleInfo.Flag.Party02
0xDECF2F16,House.RoomStyleInfo.Flag.Party03
0x8FB3AA94,House.RoomStyleInfo.Flag.Party04
0x77DDBAF4,House.RoomStyleInfo.Flag.Party05
0x1ADDA20F,House.RoomStyleInfo.Flag.Party06
0xDFBE8831,House.RoomStyleInfo.Flag.Party07
0x16B61E2A,House.RoomStyleInfo.Flag.Pirate00
0xDC5B1443,House.RoomStyleInfo.Flag.PublicBath00
0x5EA7779A,House.RoomStyleInfo.Flag.Rain00
0x94C7D4C7,House.RoomStyleInfo.Flag.Sakura00
0x0C9D0B4D,House.RoomStyleInfo.Flag.Sauna00
0x2C68C010,House.RoomStyleInfo.Flag.SF00
0x8D21A190,House.RoomStyleInfo.Flag.SF01
0xD03BC5CE,House.RoomStyleInfo.Flag.SF02
0xE2D440C9,House.RoomStyleInfo.Flag.SF03
0x29B51B0B,House.RoomStyleInfo.Flag.SF04
0x3101C06F,House.RoomStyleInfo.Flag.SF05
0x0DBFA012,House.RoomStyleInfo.Flag.SFX00
0x2D8BE84A,House.RoomStyleInfo.Flag.SFX01
0x43C0D8F0,House.RoomStyleInfo.Flag.Shogun00
0xEBF9EA96,House.RoomStyleInfo.Flag.Shoji00
0xB5E55FBC,House.RoomStyleInfo.Flag.Shoji01
0xC9CCFAF0,House.RoomStyleInfo.Flag.Shoji02
0x665F0BBB,House.RoomStyleInfo.Flag.Simple00
0x124F9BB9,House.RoomStyleInfo.Flag.Sloppy00
0xBBA246A3,House.RoomStyleInfo.Flag.Sloppy01
0x01C282A3,House.RoomStyleInfo.Flag.SmallFlower00
0x5A66D2F2,House.RoomStyleInfo.Flag.SmallFlower01
0x88E6D86E,House.RoomStyleInfo.Flag.SmallFlower02
0x2A6455D6,House.RoomStyleInfo.Flag.SmallFlower03
0x4011EC42,House.RoomStyleInfo.Flag.SmallFlower04
0x4FB25E69,House.RoomStyleInfo.Flag.SmallFlower05
0xAC952815,House.RoomStyleInfo.Flag.SmallFlower06
0xAFC2AFEF,House.RoomStyleInfo.Flag.SmallFlower07
0x2FF517C7,House.RoomStyleInfo.Flag.Snow00
0x2E88F3A6,House.RoomStyleInfo.Flag.Stadium00
0x1D8D4E67,House.RoomStyleInfo.Flag.Stadium01
0xAB9FAFE3,House.RoomStyleInfo.Flag.Stadium02
0x12DACFD2,House.RoomStyleInfo.Flag.Stage00
0xD3E9A56C,House.RoomStyleInfo.Flag.StarPrint00
0xE669D4CE,House.RoomStyleInfo.Flag.StarPrint01
0xBE33C3BB,House.RoomStyleInfo.Flag.StarPrint02
0x974A9927,House.RoomStyleInfo.Flag.StarPrint03
0x41FDB201,House.RoomStyleInfo.Flag.StarPrint04
0x032838B4,House.RoomStyleInfo.Flag.Steampunk00
0x15D94947,House.RoomStyleInfo.Flag.Strata00
0xE4B52C53,House.RoomStyleInfo.Flag.Street00
0x30CEFC0B,House.RoomStyleInfo.Flag.Stuffed00
0x03294D4A,House.RoomStyleInfo.Flag.Stuffed01
0x00670AE5,House.RoomStyleInfo.Flag.Stuffed02
0xD10BB33D,House.RoomStyleInfo.Flag.Stuffed03
0x1F007E91,House.RoomStyleInfo.Flag.Success00
0xA6A47E96,House.RoomStyleInfo.Flag.Sushi00
0xF8B31B61,House.RoomStyleInfo.Flag.Temple00
0x90EB6E8F,House.RoomStyleInfo.Flag.Train00
0x97D9C655,House.RoomStyleInfo.Flag.Train01
0x0FD89A62,House.RoomStyleInfo.Flag.Training00
0x9A3F5FA5,House.RoomStyleInfo.Flag.Triangle00
0x2197324C,House.RoomStyleInfo.Flag.Triangle01
0x1C555FF8,House.RoomStyleInfo.Flag.Triangle02
0xD24F3E90,House.RoomStyleInfo.Flag.Triangle03
0x0BB7D4A7,House.RoomStyleInfo.Flag.Triangle04
0x7E1B87B4,House.RoomStyleInfo.Flag.Triangle05
0x43DC31FA,House.RoomStyleInfo.Flag.TropicalSea00
0x4AA6DC63,House.RoomStyleInfo.Flag.Wedding00
0xE6743277,House.RoomStyleInfo.Flag.Wedding01
0x424510B0,House.RoomStyleInfo.Flag.Wedding02
0x5C424438,House.RoomStyleInfo.Flag.Wedding03
0xDEFA9609,House.RoomStyleInfo.Flag.Western00
0x24A5D255,House.RoomStyleInfo.Flag.WesternStyle00
0x6DED0067,House.RoomStyleInfo.Flag.WesternStyle01
0x1AA39AC6,House.RoomStyleInfo.Flag.WesternStyle02
0x42055390,House.RoomStyleInfo.Flag.WesternStyle03
0x31D035A1,House.RoomStyleInfo.Flag.WesternStyle04
0x6F77D83D,House.RoomStyleInfo.Flag.WesternStyle05
0xB3E17A22,House.RoomStyleInfo.Flag.WesternStyle06
0xA9298D55,House.RoomStyleInfo.Flag.WesternStyle07
0x696E1B38,House.RoomStyleInfo.Flag.WhiteRoom00
0xBAC9FD99,House.RoomStyleInfo.Flag.WoodBoard00
0x2009B5AA,House.RoomStyleInfo.Flag.WoodBoard01
0xB26F5141,House.RoomStyleInfo.Flag.WoodBoard02
0xA1904969,House.RoomStyleInfo.Flag.WoodBoard03
0x7B2D2E26,House.RoomStyleInfo.Flag.WoodBoard04
0x63978AE2,House.RoomStyleInfo.Flag.WoodBoard05
0x3F49C7ED,House.RoomStyleInfo.Flag.WoodBoard06
0x85BE4A28,House.RoomStyleInfo.Flag.WoodBoard07
0x9802E11F,House.RoomStyleInfo.Flag.Wrestling00
0xBC21E34F,House.UgcExteriorOwnInfo
0xE880C81C,House.UgcInteriorOwnInfo
0x0534FA39,House.WordAttrCount
0xA2F92241,House.WordAttrGrammaticality
0xBFDBE3F4,HouseDeck
0x824CFCBA,HouseDeco
0xE3EC5C38,HouseDollHouse
0x74D57DBE,HouseDollhouseDeck
0xC4858252,HouseFacility_FrontEdge
0x1DF55C15,HouseFacilityDoor
0xCDEF19E3,HouseMapId
0xEF367ADA,HouseOneRoom
0x2D11F345,HouseOneRoom_Deco
0x6F0F4B87,HouseOneRoom_OneRoomDeck
0x0F4ED3FF,HouseOneRoomDeck
0xDC34D395,HouseOneRoomDeco
0x3F88D1AD,HouseOneRoomDoor
0xF2A965A8,HouseParts
0x99C4357D,HouseRoomCommon
0x31CB7300,HouseRoomDoorCommon
0x54121592,HouseRoot
0xEA8ABF5E,HouseSingle
0xF14D2E67,HouseUgc13_00
0xEF60B606,HowToCallFirstPerson
0x98E82EF1,HowToCallGoodsText
0x031D2391,HowToCallIslandName
0x046BF9F8,HowToCallName
0xD9EAA8CA,HowToCallPlayerNickName
0x960A0A58,HowToCallRoommateGroupName
0xBAE2846F,HowToCallText
0x9095E591,Hugusashi
0x918169F8,Hukumame
0x97D8BA96,Humid
0x30EF16EE,Humming
0xED0FA9FF,Hummus
0x5B08147D,Hungry
0x802823CD,HungryAll1
0xE0A8CEF4,HungryAll2
0x7BFE9E1A,HurryHome
0xEA99D4E9,HurryHomeForErrand
0xC3BB0E5F,Ice
0x5DC4B1D9,Icecream
0x7983620E,IceCreamSandwich
0x520D113B,IceRink00
0x7FDAC4D9,Icon
0xAA30887D,IconMii
0xA3AB38D3,IcyPop
0xC3AAEE2E,Id
0xF110E214,Id_a
0x0F9D0174,Id_b
0x44C2BACC,Iffy
0x717924B4,IkaRing
0x1B258742,IkasumiPasta
0x5F58F83A,Ikura
0x68A644CB,Image
0xB23EC9C9,Imitation
0xFF150ADF,ImitationAccidentNotHelp
0x899A4052,ImitationActive
0xBBD05C03,ImitationAndMonologue
0xABC843EE,ImitationBlowBubbles
0xD30FAEA2,ImitationBringAndJump
0xCD019010,ImitationChaseMii
0x196CBBF8,ImitationChaseMiiTailing
0x1C4E7EA7,ImitationChaseMiiTailing2
0xBD8F73C5,ImitationChaseRunMii
0x2E0BCA41,ImitationChaseRunMii2
0x07F44E63,ImitationFear
0xE952465D,ImitationGroupActionTrigger
0x809BDB9A,ImitationJearous
0x242246D6,ImitationJoiningGroupAction
0xE52BF732,ImitationLargeAction
0x2EC1B75C,ImitationListenAttensively
0x48F6A9FF,ImitationMaracasAnotherItem
0x3A4130BF,ImitationMaracasAnotherItemFood
0xFFB6EA7C,ImitationPlayGameFloor
0xF88C4624,ImitationPlayMaracas
0xBF7957C0,ImitationPoseChange
0xEAB07A0E,ImitationRandomAct
0x2E36925F,ImitationRandomAct_Monologue
0xA501FEF4,ImitationRandomActSameDir
0xCBA6BF3D,ImitationSameDir
0x754DE24E,ImitationSameDirAndMonologue
0x410EFD47,ImitationSameDirLargeAction
0x40007F13,ImitationSameDirShort
0xDADECDA4,ImitationScreamToSeaLover
0x60098E4A,ImitationScreamToSeaNormal
0xC3D1C644,ImitationShort
0x72822A68,ImitationSingPhrase
0x12B0FF7E,ImitationSmell
0x306079B9,ImitationSmell2
0xABB226E5,ImitationSoccerAnotherItemCan
0x18979157,ImitationSoccerBall
0x0F8C8996,ImitationStareWithFlashLightMii
0xD30BA0D8,ImitationVirtuallyJoiningChat
0x1FCFA9AA,ImitationWatchNightSky
0x65BC8382,ImitationWatchSky
0x76EFB466,ImitationWatchSunrise
0x86E5535F,ImitationWatchSunset
0xC2559D49,ImmediatelyEmptyHands
0x23796DA8,ImportHeadwearColorIndex
0xBFE3A896,ImportHeadwearId
0xEF0CDE20,Impossible
0x498C49D8,Impression
0xC87D82D5,ImpressionCM
0xD184CA09,InAfsource
0xFB3D9645,Inarizushi
0x8CA18E0E,IncenseBurner
0x01A2D418,Index
0x832E208B,Index0
0x2D4F0D24,Index1
0xEA1885A2,Indigo
0xA79BA768,Indoor
0x0BBDB196,IndoorGondola
0xCDB74611,Info
0x0C040414,Info2ColorfulBasket
0x2DB4D33E,InfoEnableGenerateGameTime
0x78BC45E3,Injection
0x50C006FE,InlineKeyboard
0xC8926F7D,InMyRoom
0x1A7CA57D,InMyRoomOnly
0xCA382F98,Inner
0x9BA3DAEB,InnerMap
0x336F2C99,InnerRoomChangeCount
0xCC175621,InnerRoomLivingRoomChangeCount
0x3E3F9DFB,InnerRoomPrivateRoomChangeCount
0x8F571DBE,InRolesHome
0x87E78C62,InsectSpecimen
0xC93B7CDA,InsertActionShort
0x5EBAFC2F,InSports
0x6C91DA72,Interaction
0x7739BE27,Interior
0xB8AE13E3,Interior01
0xBAE2A667,InteriorBeach
0x67B3E980,InteriorImpression
0x71C4DCA7,InteriorImpression2
0x0410B668,InteriorMaterial
0x76D8D4D5,InteriorNextEmotionBallTime
0x72A84EF5,InteriorPreview
0xC1BAEC0A,InteriorRoomStyleInfo
0xCFCD5877,InteriorShop
0x97B5C4FC,Interview
0x79056C68,InterviewBoard00
0xA84B9244,IntervieweeMii
0x54108152,Intonation
0xC833D0CC,IntroduceItemAlbum
0x99DB0EC4,IntroduceItemAlbumLecture
0x655D9123,IntroduceMiiList
0x3A0AED07,IntroduceMiiListFocusLeading
0xB820B9D0,IntroduceMiiListLecture
0x030F64ED,IntroduceMiiMenu
0xE181DD38,IntroduceMiiMenuLecture
0x146139F8,Introduction
0xC8D71FB2,Introduction.FocusLeadingInfo
0x1B766439,Introduction.FocusLeadingInfo.CounterMii
0xC876B069,Introduction.FocusLeadingInfo.CounterObject
0xF590A7CE,Introduction.FocusLeadingInfo.LastTimeMii
0x1E57F8C8,Introduction.FocusLeadingInfo.LastTimeObject
